"sitename","lat","long","siteid","datasetid","age","Salix","Populus","Picea"
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",8032,3,1,9
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",8462,2,0,9
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",8884,7,0,30
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",9230,0,0,23
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",9557,8,0,29
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",9882,7,1,12
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",10208,19,8,2
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",10528,15,13,1
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",10853,17,23,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",11173,21,14,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",11500,35,37,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",11827,29,15,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",12112,25,1,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",12375,41,0,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",12645,11,0,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",12910,26,0,1
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",13177,22,0,2
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",13453,21,1,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",13727,16,0,2
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",13995,30,0,0
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",14260,14,0,1
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",14526,21,0,3
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",14797,31,1,1
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",14932,30,0,3
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",15064,34,1,13
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",15195,44,0,4
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",15326,27,0,3
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",15407,43,1,9
"Sithylemenkat Lake",66.121544,-151.398584,"11579","17338",15461,21,0,8
"North Killeak Lake",66.363098,-164.0618,"11583","17345",244,13,0,15
"North Killeak Lake",66.363098,-164.0618,"11583","17345",451,15,0,10
"North Killeak Lake",66.363098,-164.0618,"11583","17345",886,6,0,9
"North Killeak Lake",66.363098,-164.0618,"11583","17345",1321,5,0,15
"North Killeak Lake",66.363098,-164.0618,"11583","17345",1735,3,0,18
"North Killeak Lake",66.363098,-164.0618,"11583","17345",2150,7,0,33
"North Killeak Lake",66.363098,-164.0618,"11583","17345",2584,4,0,8
"North Killeak Lake",66.363098,-164.0618,"11583","17345",2999,10,0,9
"North Killeak Lake",66.363098,-164.0618,"11583","17345",3392,7,0,5
"North Killeak Lake",66.363098,-164.0618,"11583","17345",3686,1,0,9
"North Killeak Lake",66.363098,-164.0618,"11583","17345",3818,7,0,6
"North Killeak Lake",66.363098,-164.0618,"11583","17345",3944,3,0,4
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4083,5,0,12
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4208,1,0,8
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4341,7,1,6
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4671,0,0,4
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4737,3,0,6
"North Killeak Lake",66.363098,-164.0618,"11583","17345",4876,2,0,4
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5022,5,0,5
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5161,3,0,5
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5227,4,0,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5385,6,0,3
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5504,6,0,7
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5637,9,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5762,4,2,6
"North Killeak Lake",66.363098,-164.0618,"11583","17345",5987,5,0,4
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6133,8,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6278,8,2,3
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6397,7,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6529,8,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6662,6,0,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6794,4,1,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",6963,5,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",7189,13,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",7580,8,0,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",7776,25,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",7992,9,0,3
"North Killeak Lake",66.363098,-164.0618,"11583","17345",8197,6,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",8424,14,2,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",8743,15,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",8949,13,7,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",9134,27,1,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",9339,20,5,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",9545,14,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",9730,24,15,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",9936,21,3,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",10163,21,5,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",10368,26,5,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",10574,21,8,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",10780,35,18,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",10986,38,17,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",11171,48,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",11418,76,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",11623,33,1,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",11829,10,1,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",12035,12,5,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",12302,17,5,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",12508,10,0,2
"North Killeak Lake",66.363098,-164.0618,"11583","17345",12714,25,2,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",12951,12,0,0
"North Killeak Lake",66.363098,-164.0618,"11583","17345",13146,25,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",13372,11,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",13558,26,0,4
"North Killeak Lake",66.363098,-164.0618,"11583","17345",13763,20,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",13959,21,0,1
"North Killeak Lake",66.363098,-164.0618,"11583","17345",14051,61,0,0
"Glacial Lake",64.86667,-166.26667,"846","875",1000,14,0,13
"Glacial Lake",64.86667,-166.26667,"846","875",1064,8,0,10
"Glacial Lake",64.86667,-166.26667,"846","875",1106,5,0,6
"Glacial Lake",64.86667,-166.26667,"846","875",1170,5,0,7
"Glacial Lake",64.86667,-166.26667,"846","875",1275,10,0,5
"Glacial Lake",64.86667,-166.26667,"846","875",1487,5,0,7
"Glacial Lake",64.86667,-166.26667,"846","875",1699,4,1,4
"Glacial Lake",64.86667,-166.26667,"846","875",1911,4,1,2
"Glacial Lake",64.86667,-166.26667,"846","875",2123,11,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",2335,7,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",2547,3,0,3
"Glacial Lake",64.86667,-166.26667,"846","875",2759,5,0,5
"Glacial Lake",64.86667,-166.26667,"846","875",2971,3,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",3183,10,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",3395,12,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",3607,10,0,9
"Glacial Lake",64.86667,-166.26667,"846","875",3819,6,0,4
"Glacial Lake",64.86667,-166.26667,"846","875",4242,14,0,6
"Glacial Lake",64.86667,-166.26667,"846","875",4454,1,0,6
"Glacial Lake",64.86667,-166.26667,"846","875",4666,0,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",5090,5,0,7
"Glacial Lake",64.86667,-166.26667,"846","875",5302,8,0,3
"Glacial Lake",64.86667,-166.26667,"846","875",5514,11,0,3
"Glacial Lake",64.86667,-166.26667,"846","875",5726,7,0,7
"Glacial Lake",64.86667,-166.26667,"846","875",5938,5,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",6150,9,0,4
"Glacial Lake",64.86667,-166.26667,"846","875",6362,12,0,4
"Glacial Lake",64.86667,-166.26667,"846","875",6574,4,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",6785,8,1,0
"Glacial Lake",64.86667,-166.26667,"846","875",6997,8,1,2
"Glacial Lake",64.86667,-166.26667,"846","875",7209,0,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",7421,1,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",7633,11,1,1
"Glacial Lake",64.86667,-166.26667,"846","875",7845,8,2,2
"Glacial Lake",64.86667,-166.26667,"846","875",8057,0,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",8269,6,0,3
"Glacial Lake",64.86667,-166.26667,"846","875",8481,11,0,2
"Glacial Lake",64.86667,-166.26667,"846","875",8693,11,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",8915,9,1,3
"Glacial Lake",64.86667,-166.26667,"846","875",9492,13,8,0
"Glacial Lake",64.86667,-166.26667,"846","875",9810,15,4,0
"Glacial Lake",64.86667,-166.26667,"846","875",10127,12,8,0
"Glacial Lake",64.86667,-166.26667,"846","875",10444,20,1,0
"Glacial Lake",64.86667,-166.26667,"846","875",10762,28,5,0
"Glacial Lake",64.86667,-166.26667,"846","875",11079,22,0,0
"Glacial Lake",64.86667,-166.26667,"846","875",11397,44,2,0
"Glacial Lake",64.86667,-166.26667,"846","875",11714,12,0,0
"Glacial Lake",64.86667,-166.26667,"846","875",12032,22,3,1
"Glacial Lake",64.86667,-166.26667,"846","875",12349,11,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",12667,13,2,0
"Glacial Lake",64.86667,-166.26667,"846","875",12984,11,1,0
"Glacial Lake",64.86667,-166.26667,"846","875",13302,2,0,1
"Glacial Lake",64.86667,-166.26667,"846","875",13937,19,0,0
"Glacial Lake",64.86667,-166.26667,"846","875",14571,23,1,1
"Glacial Lake",64.86667,-166.26667,"846","875",15048,31,0,0
